timestamp,xrp_value,trx_value,usdt_value,exchange_rate,XRP,TRX,USDT
2024-12-04 21:05:11.572600,7094.697717089125,7089.481582089552,7121.507122507122,1410.72,,,
2024-12-04 21:05:12.785465,7095.815056815703,7070.834865671642,7121.507122507122,1410.72,,,
2024-12-04 21:05:13.619583,7093.880355600981,7074.564208955224,7116.437722419929,1410.72,,,
2024-12-04 21:05:14.470123,7097.75081322607,7082.022895522388,7116.437722419929,1410.72,,,
2024-12-04 21:05:15.253441,7091.72713478735,7091.531102803739,7116.437722419929,1410.72,,,
2024-12-04 21:05:15.960670,7091.72713478735,7082.022895522388,7116.437722419929,1410.72,,,
2024-12-04 21:05:16.762888,7083.551290730645,7087.616910447761,7116.437722419929,1410.72,,,
2024-12-04 21:05:17.519177,7087.417166612112,7072.5500931098695,7116.437722419929,1410.72,,,
2024-12-04 21:05:18.265202,7090.689289034371,7078.133685288641,7116.437722419929,1410.72,,,
2024-12-04 21:05:19.017907,7092.052673376978,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:19.765598,7095.352215279672,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:20.497080,7094.806712687585,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:21.333714,7097.261474351978,7085.578474860335,7121.507122507122,1410.72,,,
2024-12-04 21:05:22.063713,7096.715971759891,7089.300869646182,7116.437722419929,1410.72,,,
2024-12-04 21:05:22.804320,7100.290513100437,7102.534283582089,7116.437722419929,1410.72,,,
2024-12-04 21:05:23.552154,7097.835081222707,7091.162067039106,7121.507122507122,1410.72,,,
2024-12-04 21:05:24.305065,7098.926384279475,7106.263626865672,7121.507122507122,1410.72,,,
2024-12-04 21:05:25.053838,7101.6838042861045,7102.534283582089,7121.507122507122,1410.72,,,
2024-12-04 21:05:25.803115,7101.410904013103,7102.534283582089,7121.507122507122,1410.72,,,
2024-12-04 21:05:26.573195,7101.138003740104,7096.940268656716,7116.437722419929,1410.72,,,
2024-12-04 21:05:27.316070,7101.410904013103,7096.940268656716,7116.437722419929,1410.72,,,
2024-12-04 21:05:28.166556,7103.321205924106,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:28.931765,7106.080579355544,7093.210925373134,7116.437722419929,1410.72,,,
2024-12-04 21:05:29.759309,7105.534629710541,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:30.584353,7105.261654888039,7093.210925373134,7116.437722419929,1410.72,,,
2024-12-04 21:05:31.455544,7103.623805953031,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:32.261398,7104.169755598034,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:33.069903,7104.442730420535,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:33.892655,7104.169755598034,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:34.675846,7104.988680065537,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:35.397749,7104.169755598034,7089.481582089552,7116.437722419929,1410.72,,,
2024-12-04 21:05:36.108354,7104.199620376946,7074.411290502792,7116.437722419929,1410.72,,,
2024-12-04 21:05:36.863630,7103.926570964218,7074.411290502792,7116.437722419929,1410.72,,,
2024-12-04 21:05:37.685353,7102.288274487845,7078.133685288641,7116.437722419929,1410.72,,,
2024-12-04 21:05:38.663493,7101.742175662388,7079.994882681564,7116.437722419929,1410.72,,,
2024-12-04 21:05:39.805971,7101.196076836929,7083.717277467411,7121.507122507122,1410.72,,,
2024-12-04 21:05:40.823840,7101.196076836929,7087.439672253258,7116.437722419929,1410.72,,,
2024-12-04 21:05:41.878856,7100.376928598744,7102.534283582089,7116.437722419929,1410.72,,,
2024-12-04 21:05:42.803140,7100.649978011472,7102.534283582089,7121.507122507122,1410.72,,,
2024-12-04 21:05:43.921897,7099.5577803605565,7106.263626865672,7121.507122507122,1410.72,,,
2024-12-04 21:05:44.976518,7102.561323900573,7108.128298507462,7121.507122507122,1410.72,,,
2024-12-04 21:05:46.026970,7103.653521551489,7098.804940298507,7116.437722419929,1410.72,,,
2024-12-04 21:05:47.013955,7102.834373313302,7096.940268656716,7116.437722419929,1410.72,,,
2024-12-04 21:05:48.032960,7105.048873224043,7110.212691588786,7116.437722419929,1410.72,,,
2024-12-04 21:05:49.076387,7105.32199726776,7098.804940298507,7116.437722419929,1410.72,,,
2024-12-04 21:05:50.045579,7105.868245355191,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:51.045520,7103.926570964218,7095.075597014926,7116.437722419929,1410.72,,,
2024-12-04 21:05:52.006685,7105.837916853318,7106.476373831776,7116.437722419929,1410.72,,,
2024-12-04 21:05:53.081100,7107.506989617486,7106.476373831776,7116.437722419929,1410.72,,,
2024-12-04 21:05:54.204940,7106.414493442623,7093.210925373134,7116.437722419929,1410.72,,,
2024-12-04 21:05:55.204997,7106.414493442623,7091.346253731344,7116.437722419929,1410.72,,,
2024-12-04 21:05:56.200843,7106.687617486338,7087.616910447761,7116.437722419929,1410.72,,,
2024-12-04 21:05:57.304865,7106.414493442623,7087.616910447761,7121.507122507122,1410.72,,,
2024-12-04 21:05:58.721863,7104.199620376946,7099.003738317758,7121.507122507122,1410.72,,,
2024-12-04 21:06:00.055495,7107.233865573769,7082.022895522388,7121.507122507122,1410.72,,,
2024-12-04 21:06:01.301083,7110.511354098361,7080.158223880597,7116.437722419929,1410.72,,,
2024-12-04 21:06:02.123605,7113.242594535519,7080.158223880597,7116.437722419929,1410.72,,,
2024-12-04 21:06:02.944034,7104.080256753069,7095.267420560748,7116.437722419929,1410.72,,,
2024-12-04 21:06:03.744671,7102.141717512275,7097.135579439253,7121.507122507122,1410.72,,,
2024-12-04 21:06:04.560864,7096.332440065413,7087.616910447761,7116.437722419929,1410.72,,,
2024-12-04 21:06:05.312636,7105.413839934534,7083.887567164179,7116.437722419929,1410.72,,,
2024-12-04 21:06:06.204384,7105.686516803055,7085.75223880597,7121.507122507122,1410.72,,,
2024-12-04 21:06:07.224076,7097.366359466085,7083.887567164179,7121.507122507122,1410.72,,,
2024-12-04 21:06:08.213609,7099.300956948228,7083.887567164179,7121.507122507122,1410.72,,,
2024-12-04 21:06:09.264094,7100.662854768392,7093.399261682243,7121.507122507122,1410.72,,,
2024-12-04 21:06:10.321913,7101.995550231544,7091.531102803739,7121.507122507122,1410.72,,,
2024-12-04 21:06:11.387805,7101.966363398693,7095.267420560748,7121.507122507122,1410.72,,,
2024-12-04 21:06:12.426384,7093.93669736198,7082.022895522388,7121.507122507122,1410.72,,,
2024-12-04 21:06:13.442046,7093.664836524342,7085.75223880597,7116.437722419929,1410.72,,,
2024-12-04 21:06:14.453448,7093.121114849063,7083.887567164179,7116.437722419929,1410.72,,,
2024-12-04 21:06:15.401553,7089.8587847973895,7085.75223880597,7116.437722419929,1410.72,,,
2024-12-04 21:06:16.516729,7092.305532336144,7085.75223880597,7121.507122507122,1410.72,,,
2024-12-04 21:06:17.517080,7098.943464960523,7099.003738317758,7121.507122507122,1410.72,,,
2024-12-04 21:06:18.508868,7099.2156219711405,7093.399261682243,7121.507122507122,1410.72,,,
2024-12-04 21:06:19.496867,7096.494051864961,7076.428880597015,7121.507122507122,1410.72,,,
2024-12-04 21:06:20.492396,7097.854836918051,7091.531102803739,7121.507122507122,1410.72,,,
2024-12-04 21:06:21.516064,7099.516283006536,7089.662943925234,7121.507122507122,1410.72,,,
2024-12-04 21:06:22.552128,7093.147856800871,7093.399261682243,7116.437722419929,1410.72,,,
